Title,Poet,Poem,Image
France: An Ode,Samuel Taylor Coleridge,"Ye Clouds! that far above me float and pause,
Whose pathless march no mortal may control!
Ye Ocean-Waves! that, wheresoe'er ye roll,
Yield homage only to eternal laws!
Ye Woods! that listen to the night-birds singing,
Midway the smooth and perilous slope reclined.
Save when your own imperious branches swinging,
Have made a solemn music of the wind!
Where, like a man beloved of God,
Through glooms, which never woodman trod,
How oft, pursuing fancies holy,
My moonlight way o'er flowering weeds I wound,
Inspired, beyond the guess of folly,
By each rude shape and wild unconquerable sound!
O ye loud Waves! and O ye Forests high!
And O ye Clouds that far above me soared!
Thou rising Sun! thou blue rejoicing Sky!
Yea, every thing that is and will be free!
Bear witness for me, wheresoe'er ye be,
With what deep worship I have still adored
The spirit of divinest Liberty.",img_147.png
To the River Otter,Samuel Taylor Coleridge,"Dear native brook! wild streamlet of the West!
How many various-fated years have passed,
What happy and what mournful hours, since last
I skimmed the smooth thin stone along thy breast,
Numbering its light leaps! Yet so deep impressed
Sink the sweet scenes of childhood, that mine eyes
I never shut amid the sunny ray,
But straight with all their tints thy waters rise,
Thy crossing plank, thy marge with willows grey,
And bedded sand that, veined with various dyes,
Gleamed through thy bright transparence! On my way,
Visions of childhood! oft have ye beguiled
Lone manhood’s cares, yet waking fondest sighs:
Ah! that once more I were a careless child!",img_148.png
The Presence of Love,Samuel Taylor Coleridge,"And in Life's noisiest hour,
There whispers still the ceaseless Love of Thee,
The heart's Self-solace and soliloquy.
    ______________________

    You mould my Hopes, you fashion me within ;
    And to the leading Love-throb in the Heart
    Thro' all my Being, thro' my pulses beat ;
    You lie in all my many Thoughts, like Light,
    Like the fair light of Dawn, or summer Eve
    On rippling Stream, or cloud-reflecting Lake.
And looking to the Heaven, that bends above you,
How oft ! I bless the Lot, that made me love you.",img_149.png
Constancy to an Ideal Object,Samuel Taylor Coleridge,"Since all that beat about in Nature's range,
Or veer or vanish; why should'st thou remain
The only constant in a world of change,
O yearning Thought! that liv'st but in the brain?
Call to the Hours, that in the distance play,
The faery people of the future day—
Fond Thought! not one of all that shining swarm
Will breathe on thee with life-enkindling breath,
Till when, like strangers shelt'ring from a storm,
Hope and Despair meet in the porch of Death!
Yet still thou haunt'st me; and though well I see,
She is not thou, and only thou are she,
Still, still as though some dear embodied Good,
Some living Love before my eyes there stood
With answering look a ready ear to lend,
I mourn to thee and say—'Ah! loveliest friend!
That this the meed of all my toils might be,
To have a home, an English home, and thee!'
Vain repetition! Home and Thou are one.
The peacefull'st cot, the moon shall shine upon,
Lulled by the thrush and wakened by the lark,
Without thee were but a becalméd bark,
Whose Helmsman on an ocean waste and wide
Sits mute and pale his mouldering helm beside.",img_150.png
To Earthward,Robert Frost,"Love at the lips was touch
As sweet as I could bear;
And once that seemed too much;
I lived on air

That crossed me from sweet things,
The flow of—was it musk
From hidden grapevine springs
Downhill at dusk?

I had the swirl and ache
From sprays of honeysuckle
That when they're gathered shake
Dew on the knuckle.

I craved strong sweets, but those
Seemed strong when I was young;
The petal of the rose
It was that stung.",
Wind and Window Flower,Robert Frost,"Lovers, forget your love,
     And list to the love of these,
She a window flower,
     And he a winter breeze.

When the frosty window veil
     Was melted down at noon,
And the cagèd yellow bird
     Hung over her in tune,

He marked her through the pane,
     He could not help but mark,
And only passed her by,
     To come again at dark.",
A Line-Storm Song,Robert Frost,"The line-storm clouds fly tattered and swift, 
  The road is forlorn all day, 
Where a myriad snowy quartz stones lift, 
  And the hoof-prints vanish away. 
The roadside flowers, too wet for the bee,
  Expend their bloom in vain. 
Come over the hills and far with me, 
  And be my love in the rain. 

The birds have less to say for themselves 
  In the wood-world’s torn despair
Than now these numberless years the elves, 
  Although they are no less there: 
All song of the woods is crushed like some 
  Wild, easily shattered rose. 
Come, be my love in the wet woods; come,
  Where the boughs rain when it blows. ",
Love and a Question,Robert Frost,"A Stranger came to the door at eve,
   And he spoke the bridegroom fair.
He bore a green-white stick in his hand,
   And, for all burden, care.
He asked with the eyes more than the lips
   For a shelter for the night,
And he turned and looked at the road afar
   Without a window light.

The bridegroom came forth into the porch
   With, ‘Let us look at the sky,
And question what of the night to be,
   Stranger, you and I.’
The woodbine leaves littered the yard,
   The woodbine berries were blue,
Autumn, yes, winter was in the wind;
   ‘Stranger, I wish I knew.’",
Meeting and Passing,Robert Frost,"As I went down the hill along the wall
There was a gate I had leaned at for the view
And had just turned from when I first saw you
As you came up the hill. We met. But all
We did that day was mingle great and small
Footprints in summer dust as if we drew
The figure of our being less than two
But more than one as yet. Your parasol
Pointed the decimal off with one deep thrust.
And all the time we talked you seemed to see
Something down there to smile at in the dust.
(Oh, it was without prejudice to me!)
Afterward I went past what you had passed
Before we met, and you what I had passed.",
A Late Walk,Robert Frost,"When I go up through the mowing field,
     The headless aftermath,
Smooth-laid like thatch with the heavy dew,
     Half closes the garden path.

And when I come to the garden ground,
     The whir of sober birds
Up from the tangle of withered weeds
     Is sadder than any words.

A tree beside the wall stands bare,
     But a leaf that lingered brown,
Disturbed, I doubt not, by my thought,
     Comes softly rattling down.

I end not far from my going forth
     By picking the faded blue
Of the last remaining aster flower
     To carry again to you.",
Asking for Roses,Robert Frost,"A house that lacks, seemingly, mistress and master,
     With doors that none but the wind ever closes,
Its floor all littered with glass and with plaster;
     It stands in a garden of old-fashioned roses.

I pass by that way in the gloaming with Mary;   
     ‘I wonder,’ I say, ‘who the owner of those is.
‘Oh, no one you know,’ she answers me airy,
     ‘But one we must ask if we want any roses.’

So we must join hands in the dew coming coldly
     There in the hush of the wood that reposes,
And turn and go up to the open door boldly,
     And knock to the echoes as beggars for roses.

‘Pray, are you within there, Mistress Who-were-you?’
     ’Tis Mary that speaks and our errand discloses.
‘Pray, are you within there? Bestir you, bestir you!
     ’Tis summer again; there’s two come for roses.",
The Telephone,Robert Frost,"“When I was just as far as I could walk
From here to-day,
There was an hour
All still
When leaning with my head against a flower
I heard you talk.
Don’t say I didn’t, for I heard you say—
You spoke from that flower on the window sill—
Do you remember what it was you said?”

“First tell me what it was you thought you heard.”

“Having found the flower and driven a bee away,
I leaned my head,
And holding by the stalk,
I listened and I thought I caught the word—
What was it? Did you call me by my name?
Or did you say—
Someone said ‘Come’—I heard it as I bowed.”

“I may have thought as much, but not aloud.”

“Well, so I came.”",
Reluctance,Robert Frost,"Out through the fields and the woods
   And over the walls I have wended;
I have climbed the hills of view
   And looked at the world, and descended;
I have come by the highway home,
   And lo, it is ended.
 
The leaves are all dead on the ground,
   Save those that the oak is keeping
To ravel them one by one
   And let them go scraping and creeping
Out over the crusted snow,
   When others are sleeping.
 
And the dead leaves lie huddled and still,
   No longer blown hither and thither;
The last lone aster is gone;
   The flowers of the witch hazel wither;
The heart is still aching to seek,
   But the feet question ‘Whither?’
 
Ah, when to the heart of man
   Was it ever less than a treason
To go with the drift of things,
   To yield with a grace to reason,
And bow and accept the end
   Of a love or a season?",
Dejection: An Ode,Robert Frost,"Well! If the Bard was weather-wise, who made
       The grand old ballad of Sir Patrick Spence,
       This night, so tranquil now, will not go hence
Unroused by winds, that ply a busier trade
Than those which mould yon cloud in lazy flakes,
Or the dull sobbing draft, that moans and rakes
Upon the strings of this Æolian lute,
                Which better far were mute.
         For lo! the New-moon winter-bright!
         And overspread with phantom light,
         (With swimming phantom light o'erspread
         But rimmed and circled by a silver thread)
I see the old Moon in her lap, foretelling
         The coming-on of rain and squally blast.
And oh! that even now the gust were swelling,
         And the slant night-shower driving loud and fast!
Those sounds which oft have raised me, whilst they awed,
                And sent my soul abroad,
Might now perhaps their wonted impulse give,
Might startle this dull pain, and make it move and live!",
In Neglect,Robert Frost,"They leave us so to the way we took,
     As two in whom they were proved mistaken,
That we sit sometimes in the wayside nook,
With mischievous, vagrant, seraphic look,
     And try if we cannot feel forsaken.",
The Subverted Flower,Robert Frost,"She drew back; he was calm:
‘It is this that had the power.’
And he lashed his open palm
With the tender-headed flower.
He smiled for her to smile,
But she was either blind
Or willfully unkind.
He eyed her for a while
For a woman and a puzzle.
He flicked and flung the flower,
And another sort of smile
Caught up like fingertips
The corners of his lips
And cracked his ragged muzzle.
She was standing to the waist
In goldenrod and brake,
Her shining hair displaced.
He stretched her either arm
As if she made it ache
To clasp her – not to harm;
As if he could not spare
To touch her neck and hair.
‘If this has come to us
And not to me alone -‘",
Rose Pogonias,Robert Frost,"A saturated meadow,
     Sun-shaped and jewel-small,
A circle scarcely wider
     Than the trees around were tall;
Where winds were quite excluded,
     And the air was stifling sweet
With the breath of many flowers,—
    A temple of the heat.

There we bowed us in the burning,
     As the sun’s right worship is,
To pick where none could miss them
     A thousand orchises;
For though the grass was scattered,
    Yet every second spear
Seemed tipped with wings of color,
     That tinged the atmosphere.

We raised a simple prayer
     Before we left the spot,
That in the general mowing
     That place might be forgot;
Or if not all is favoured,
     Obtain such grace of hours,
That none should mow the grass there
     While so confused with flowers. ",
Storm Fear,Robert Frost,"When the wind works against us in the dark,
And pelts the snow
The lower chamber window on the east,
And whispers with a sort of stifled bark,
The beast,
‘Come out! Come out!’—
It costs no inward struggle not to go,
Ah, no!
I count our strength,
Two and a child,
Those of us not asleep subdued to mark
How the cold creeps as the fire dies at length,—
How drifts are piled,
Dooryard and road ungraded,
Till even the comforting barn grows far away
And my heart owns a doubt
Whether ’tis in us to arise with day
And save ourselves unaided.",
Never Again Would Birds' Song Be the Same,Robert Frost,"He would declare and could himself believe
That the birds there in all the garden round
From having heard the daylong voice of Eve
Had added to their own an oversound,
Her tone of meaning but without the words.
Admittedly an eloquence so soft
Could only have had an influence on birds
When call or laughter carried it aloft.
Be that as may be, she was in their song.
Moreover her voice upon their voices crossed
Had now persisted in the woods so long
That probably it never would be lost.
Never again would birds' song be the same.
And to do that to birds was why she came.",
The Last Leaf,Oliver Wendell Holmes Sr.,"I saw him once before,
As he passed by the door,
And again
The pavement stones resound,
As he totters o’er the ground
With his cane.

They say that in his prime,
Ere the pruning-knife of Time
Cut him down,
Not a better man was found
By the Crier on his round
Through the town.

But now he walks the streets,
And looks at all he meets
Sad and wan,
And he shakes his feeble head,
That it seems as if he said,
“They are gone.”",
A Voice of the Loyal Heart,Oliver Wendell Holmes Sr.,"WE sing ""Our Country's"" song to-night
With saddened voice and eye;
Her banner droops in clouded light
Beneath the wintry sky.
We'll pledge her once in golden wine
Before her stars have set
Though dim one reddening orb may shine,
We have a Country yet.

'T were vain to sigh o'er errors past,
The fault of sires or sons;
Our soldier heard the threatening blast,
And spiked his useless guns;
He saw the star-wreathed ensign fall,
By mad invaders torn;
But saw it from the bastioned wall
That laughed their rage to scorn!",
The Chambered Nautilus,Oliver Wendell Holmes Sr.,"This is the ship of pearl, which, poets feign,
Sails the unshadowed main,—
The venturous bark that flings
On the sweet summer wind its purpled wings
In gulfs enchanted, where the Siren sings,
And coral reefs lie bare,
Where the cold sea-maids rise to sun their streaming hair.

Its webs of living gauze no more unfurl;
Wrecked is the ship of pearl!
And every chambered cell,
Where its dim dreaming life was wont to dwell,
As the frail tenant shaped his growing shell,
Before thee lies revealed,—
Its irised ceiling rent, its sunless crypt unsealed!",
Old Ironsides,Oliver Wendell Holmes Sr.,"Ay, tear her tattered ensign down!
Long has it waved on high,
And many an eye has danced to see
That banner in the sky;
Beneath it rung the battle shout,
And burst the cannon’s roar;—
The meteor of the ocean air
Shall sweep the clouds no more.

Her deck, once red with heroes’ blood,
Where knelt the vanquished foe,
When winds were hurrying o’er the flood,
And waves were white below,
No more shall feel the victor’s tread,
Or know the conquered knee;—
The harpies of the shore shall pluck
The eagle of the sea!

Oh, better that her shattered hulk
Should sink beneath the wave;
Her thunders shook the mighty deep,
And there should be her grave;
Nail to the mast her holy flag,
Set every threadbare sail,
And give her to the god of storms,
The lightning and the gale!",
Contentment,Oliver Wendell Holmes Sr.,"Little I ask; my wants are few;
I only wish a hut of stone,
(A very plain brown stone will do,)
That I may call my own;—
And close at hand is such a one,
In yonder street that fronts the sun.

Plain food is quite enough for me;
Three courses are as good as ten;—
If Nature can subsist on three,
Thank Heaven for three. Amen!
I always thought cold victual nice;—
My choice would be vanilla-ice.

I care not much for gold or land;—
Give me a mortgage here and there,—
Some good bank-stock, some note of hand,
Or trifling railroad share,—
I only ask that Fortune send
A little more than I shall spend.",
My Aunt,Oliver Wendell Holmes Sr.,"My aunt! my dear unmarried aunt!
Long years have oâ€™er her flown;
Yet still she strains the aching clasp
That binds her virgin zone;
I know it hurts her,â€”Â­though she looks
As cheerful as she can;
Her waist is ampler than her life,
For life is but a span.

My aunt! my poor deluded aunt!
Her hair is almost gray;
Why will she train that winter curl
In such a spring-like way?
How can she lay her glasses down,
And say she reads as well,
When through a double convex lens
She just makes out to spell?",
The Deacon's Masterpiece,Oliver Wendell Holmes Sr.,"Have you heard of the wonderful one-hoss shay,  
  That was built in such a logical way
  It ran a hundred years to a day,
  And then, of a sudden, it — ah, but stay,
  I'll tell you what happened without delay,
  Scaring the parson into fits,
  Frightening people out of their wits, —
  Have you ever heard of that, I say?
  Seventeen hundred and fifty-five.
 Georgius Secundus was then alive, —

 Snuffy old drone from the German hive.
 That was the year when Lisbon-town
 Saw the earth open and gulp her down,
 And Braddock's army was done so brown,
 Left without a scalp to its crown.
 It was on the terrible Earthquake-day
 That the Deacon finished the one-hoss shay.",
Homesick in Heaven,Oliver Wendell Holmes Sr.,"THE DIVINE VOICE
Go seek thine earth-born sisters,--thus the Voice
That all obey,--the sad and silent three;
These only, while the hosts of Heaven rejoice,
Smile never; ask them what their sorrows be;

And when the secret of their griefs they tell,
Look on them with thy mild, half-human eyes;
Say what thou wast on earth; thou knowest well;
So shall they cease from unavailing sighs.


THE ANGEL
Why thus, apart,--the swift-winged herald spake,--
Sit ye with silent lips and unstrung lyres
While the trisagion's blending chords awake
In shouts of joy from all the heavenly choirs?",
Meeting of the Alumni,Oliver Wendell Holmes Sr.,"I THANK you, MR. PRESIDENT, you've kindly broke the ice;
Virtue should always be the first,--I 'm only SECOND VICE--
(A vice is something with a screw that's made to hold its jaw
Till some old file has played away upon an ancient saw).

Sweet brothers by the Mother's side, the babes of days gone by,
All nurslings of her Juno breasts whose milk is never dry,
We come again, like half-grown boys, and gather at her beck
About her knees, and on her lap, and clinging round her neck.

We find her at her stately door, and in her ancient chair,
Dressed in the robes of red and green she always loved to wear.
Her eye has all its radiant youth, her cheek its morning flame;
We drop our roses as we go, hers flourish still the same.

We have been playing many an hour, and far away we've strayed,
Some laughing in the cheerful sun, some lingering in the shade;
And some have tired, and laid them down where darker shadows fall,
Dear as her loving voice may be, they cannot hear its call.",
Bill and Joe,Oliver Wendell Holmes Sr.,"COME, dear old comrade, you and I
Will steal an hour from days gone by,
The shining days when life was new,
And all was bright with morning dew,
The lusty days of long ago,
When you were Bill and I was Joe.

Your name may flaunt a titled trail
Proud as a cockerel's rainbow tail,
And mine as brief appendix wear
As Tam O'Shanter's luckless mare;
To-day, old friend, remember still
That I am Joe and you are Bill.

You've won the great world's envied prize,
And grand you look in people's eyes,
With H O N. and L L. D.
In big brave letters, fair to see,--
Your fist, old fellow! off they go!--
How are you, Bill? How are you, Joe?

You've worn the judge's ermined robe;
You've taught your name to half the globe;
You've sung mankind a deathless strain;
You've made the dead past live again:
The world may call you what it will,
But you and I are Joe and Bill.",
Daily Trials by a Sensitive Man,Oliver Wendell Holmes Sr.,"Oh, there are times
When all this fret and tumult that we hear
Do seem more stale than to the sexton’s ear
His own dull chimes.

Ding dong! ding dong!
The world is in a simmer like a sea
Over a pent volcano,—woe is me
All the day long!

From crib to shroud!
Nurse o’er our cradles screameth lullaby,
And friends in boots tramp round us as we die,
Snuffling aloud.

At morning’s call
The small-voiced pug-dog welcomes in the sun,
And flea-bit mongrels, wakening one by one,
Give answer all.",
A Rhymed Lesson,Oliver Wendell Holmes Sr.,"Oh, there are times
When all this fret and tumult that we hear
Do seem more stale than to the sexton’s ear
His own dull chimes.

Ding dong! ding dong!
The world is in a simmer like a sea
Over a pent volcano,—woe is me
All the day long!

From crib to shroud!
Nurse o’er our cradles screameth lullaby,
And friends in boots tramp round us as we die,
Snuffling aloud.

At morning’s call
The small-voiced pug-dog welcomes in the sun,
And flea-bit mongrels, wakening one by one,
Give answer all.",
Under the Violets,Oliver Wendell Holmes Sr.,"HER hands are cold; her face is white;
          No more her pulses come and go;
          Her eyes are shut to life and light;—
          Fold the white vesture, snow on snow,
          And lay her where the violets blow.

          But not beneath a graven stone,
          To plead for tears with alien eyes;
          A slender cross of wood alone
          Shall say, that here a maiden lies
          In peace beneath the peaceful skies.

          And gray old trees of hugest limb
          Shall wheel their circling shadows round
          To make the scorching sunlight dim
          That drinks the greenness from the ground,
          And drop their dead leaves on her mound.",
The Living Temple,Oliver Wendell Holmes Sr.,"Not in the world of light alone,
Where God has built his blazing throne,
Nor yet alone in earth below,
With belted seas that come and go,
And endless isles of sunlit green,
Is all thy Maker’s glory seen:
Look in upon thy wondrous frame,—
Eternal wisdom still the same!

The smooth, soft air with pulse-like waves
Flows murmuring through its hidden caves,
Whose streams of brightening purple rush,
Fired with a new and livelier blush,
While all their burden of decay
The ebbing current steals away,
And red with Nature’s flame they start
From the warm fountains of the heart.",
The Organ-Blower,Oliver Wendell Holmes Sr.,"DEVOUTEST of my Sunday friends,
         The patient Organ-blower bends;
         I see his figure sink and rise,
         (Forgive me, Heaven, my wandering eyes!)
         A moment lost, the next half seen,
         His head above the scanty screen,
         Still measuring out his deep salaams
         Through quavering hymns and panting psalms.

         No priest that prays in gilded stole,
         To save a rich man's mortgaged soul;
         No sister, fresh from holy vows,
         So humbly stoops, so meekly bows;
         His large obeisance puts to shame
         The proudest genuflecting dame,
         Whose Easter bonnet low descends
         With all the grace devotion lends.",
